Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1634360,1490131,1357016,1154137
Liabilities,,,,
Total Liabilities,1270044,1134049,938205,749792
Stockholders' Equity,,,,
Common Stock,610,634,642,644
Retained Earnings,300988,308075,316700,316195
Accumulated other comprehensive income,9369,-7347,46391,33220
Total stockholders' equity,364316,356082,418811,404345
Total liabilities and stockholders' equity,1634360,1490131,1357016,1154137
