Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,171635,169656,198870,179703
Liabilities,,,,
Total Liabilities,80,81,180,200
Stockholders' Equity,,,,
Common Stock,1885,2002,2094,2241
Total stockholders' equity,171555,169575,198690,179503
Total liabilities and stockholders' equity,171635,169656,198870,179703
