Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,3509420000,3556832000,3552478000
Liabilities,,,
Total Liabilities,3308478000,3353456000,3354192000
Stockholders' Equity,,,
Common Stock,12089000,12089000,12089000
Retained Earnings,154162000,151236000,146965000
Total stockholders' equity,200942000,203376000,198127000
Total liabilities and stockholders' equity,3509420000,3556832000,3552478000
