Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-433.6824,-433.6824,-1629,-1392,-245.1048
Other investing activites,-,-,-1502,-,-15.0204
Net cash used for investing activites,-433.6824,-433.6824,-3130,-1392,-260.1251
Debt repayment,-,-,-,-2549,-4040
Common stock issued,1403,1403,781.821,6326,2668
Common stock repurchased,-12.8973,-12.8973,-4.8802,-3.8806,-22.9846
Other financing activites,-69.968,-69.968,1177,-,-171.9427
Net cash used privided by (used for) financing activities,1479,1479,5696,5422,479.156
Net change in cash,-757.0179,-757.0179,203.124,342.5038,-3317
Cash at beginning of period,824.4388,824.4388,631.4568,254.9142,3559
Cash at end of period,67.4209,67.4209,834.5808,597.4181,242.2279
Capital Expenditure,-433.6824,-433.6824,-1629,-1392,-245.1048
Free Cash Flow,-2236,-2236,-3991,-5079,-3781
