Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-6.663,-34.307,-41.149,-24.61
Other investing activites,-,446.925,230.776,-,-
Net cash used for investing activites,-,441.73,196.469,-41.149,-24.61
Common stock issued,930.119,1624,2273,1680,1910
Common stock repurchased,-,-99.509,-169.563,-,-123.22
Net cash used privided by (used for) financing activities,890.336,1524,2104,1582,1936
Net change in cash,-723.526,64.56,-453.331,-332.235,1202
Cash at beginning of period,822.625,585.393,1039,1371,169.224
Cash at end of period,99.099,649.953,585.393,1039,1371
Capital Expenditure,-,-6.663,-34.307,-41.149,-24.61
Free Cash Flow,-1615,-1908,-2788,-1914,-734.597
