Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,11395165,8851592,8082029,7709375
Liabilities,,,,
Total Liabilities,9687022,7778102,7138220,6844685
Stockholders' Equity,,,,
Common Stock,342,279,273,268
Retained Earnings,654182,546736,465937,414095
Accumulated other comprehensive income,18169,-1173,-1831,-1337
Total stockholders' equity,1708143,1073490,943809,864690
Total liabilities and stockholders' equity,11395165,8851592,8082029,7709375
