Breakdown,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Total Assets,240862,263217,272337,231120
Liabilities,,,,
Total Liabilities,1283,744,19686,14469
Stockholders' Equity,,,,
Common Stock,10335,10335,10336,10409
Total stockholders' equity,239579,262473,252651,216651
Total liabilities and stockholders' equity,240862,263217,272337,231120
