Breakdown,ttm,5/31/2019,5/31/2018,5/31/2017
Net Income,436522,460094,402694,384425
Depreciation & amortization,-,38027,40434,49916
Change in working capital,-,-147262,97163,-112068
Inventory,-,26255,-73579,28433
Other working capital,-,229316,610716,402171
Other non-cash items,-,-97654,80076,7913
Net cash provided by operating activites,-,238766,612846,402634
Investments in property plant and equipment,-,-9450,-2130,-463
Purchases of investments,-,-5208543,-,-
Sales/Maturities of investments,-,4850971,-,-
Other investing activites,-,17448,-536677,17353
Net cash used for investing activites,-,-349574,-535157,16890
Net change in cash,-,-75025,66630,112647
Cash at beginning of period,-,796722,863353,750706
Cash at end of period,-,721697,796722,863353
Operating Cash Flow,-,238766,612846,402634
Capital Expenditure,-,-9450,-2130,-463
Free Cash Flow,-,229316,610716,402171
