Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,472265000,610316000,1059337000,616569000
Depreciation & amortization,733036000,721695000,713093000,674329000
Change in working capital,-461447000,-519566000,-528083000,-535464000
Accounts receivable,47359000,9344000,-41778000,49217000
Inventory,30014000,-60906000,-202916000,-72144000
Accounts Payable,-135143000,-11816000,69429000,12999000
Other working capital,316771000,168181000,415181000,247621000
Other non-cash items,-179690000,-208978000,-104997000,-174866000
Net cash provided by operating activites,882728000,775988000,987671000,885073000
Investments in property plant and equipment,-565957000,-607807000,-572490000,-637452000
Acquisitions net,-7849000,-2401000,-2450000,-3382000
Purchases of investments,-297072000,-506431000,-280236000,-222464000
Sales/Maturities of investments,340219000,515670000,224302000,177762000
Other investing activites,-1404000,2649000,719000,-
Net cash used for investing activites,-517372000,-577555000,-615113000,-650618000
Debt repayment,-10367783000,-9939795000,-9614174000,-9751898000
Dividends Paid,-197151000,-194271000,-174221000,-162205000
Other financing activites,-103454000,-113960000,-94958000,-80441000
Net cash used privided by (used for) financing activities,-122981000,22924000,-174334000,115423000
Net change in cash,247751000,237633000,150512000,348520000
Cash at beginning of period,2194073000,2256488000,2105976000,1757456000
Cash at end of period,2436448000,2494121000,2256488000,2105976000
Operating Cash Flow,882728000,775988000,987671000,885073000
Capital Expenditure,-565957000,-607807000,-572490000,-637452000
Free Cash Flow,316771000,168181000,415181000,247621000
