Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,18538,78038,-58292,-46167
Depreciation & amortization,-,784214,722759,684668
Change in working capital,-,-431407,-4083,-4773
Inventory,-,-359951,363735,-181208
Other working capital,-,75552,-99992,-136674
Other non-cash items,-,159633,-32,171576
Net cash provided by operating activites,-,688370,772762,1084375
Investments in property plant and equipment,-,-612818,-872754,-1221049
Purchases of investments,-,-,-,-147000
Sales/Maturities of investments,-,-,69167,1314110
Other investing activites,-,16943,92703,-227176
Net cash used for investing activites,-,-570474,-525420,-245774
Net change in cash,-,-641280,-549302,147926
Cash at beginning of period,-,1795026,2344328,2196402
Cash at end of period,-,1153745,1795026,2344328
Operating Cash Flow,-,688370,772762,1084375
Capital Expenditure,-,-612818,-872754,-1221049
Free Cash Flow,-,75552,-99992,-136674
