Breakdown,ttm,6/30/2019,6/30/2018,12/31/2016
Total Revenue,31691,38236,21662,-
Income Before Tax,28424,35387,18849,-
Income Tax Expense,357,795,-249,-
Income from Continuing Operations,28067,34592,19098,-
Net Income,28067,34592,19098,-
Net Income available to common shareholders,28067,34592,19098,-
Basic EPS,-,0.12,0.06,0.00
Diluted EPS,-,0.12,0.06,0.00
Basic Average Shares,-,301823,301497,296268
Diluted Average Shares,-,301823,301497,296268
