Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2838000,1971000,2499000,5560000
Depreciation & amortization,-,7349000,7269000,6858000
Change in working capital,-,-3654000,245000,-1157000
Inventory,-,-1734000,496000,-910000
Other working capital,-,-2004000,4636000,-806000
Other non-cash items,-,-190000,89000,993000
Net cash provided by operating activites,-,4897000,11516000,7263000
Investments in property plant and equipment,-,-6901000,-6880000,-8069000
Purchases of investments,-,-13000,-101000,-2000
Sales/Maturities of investments,-,515000,0,0
Other investing activites,-,-147000,-692000,-239000
Net cash used for investing activites,-,-6466000,-7468000,-8125000
Net change in cash,-,-356000,1398000,-2544000
Cash at beginning of period,-,8806000,7407000,9674000
Cash at end of period,-,8449000,8806000,7407000
Operating Cash Flow,-,4897000,11516000,7263000
Capital Expenditure,-,-6901000,-6880000,-8069000
Free Cash Flow,-,-2004000,4636000,-806000
