Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,9572245,8862660,9982340,9583025
Depreciation & amortization,-,1217950,1062245,936581
Change in working capital,-,-6230781,-9859303,-5296266
Other working capital,-,1690581,869604,-697775
Other non-cash items,-,1340025,2241592,-301317
Net cash provided by operating activites,-,6088061,2667197,3587733
Investments in property plant and equipment,-,-4397480,-1797593,-4285508
Purchases of investments,-,-2883,-18062,-9596
Sales/Maturities of investments,-,75433,-,-
Other investing activites,-,-25029,28087,-13902
Net cash used for investing activites,-,-1719824,-1417917,-1565575
Net change in cash,-,1090181,-1569570,-472558
Cash at beginning of period,-,15788110,17357680,17830238
Cash at end of period,-,16878292,15788110,17357680
Operating Cash Flow,-,6088061,2667197,3587733
Capital Expenditure,-,-4397480,-1797593,-4285508
Free Cash Flow,-,1690581,869604,-697775
