Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-1358,-925.912,-1222,-42.365,-1.552
Acquisitions net,-,-,-,-1.561,-
Purchases of investments,-,-400,-,-,20.239
Sales/Maturities of investments,-,22.756,99.736,-,-
Other investing activites,-,-,-,-,-69.591
Net cash used for investing activites,-1358,-1303,-1122,-43.926,-50.904
Common stock issued,8200,2786,3517,2209,874.014
Common stock repurchased,-564.24,-205.102,-372.518,-84.103,-71.931
Net cash used privided by (used for) financing activities,7531,2999,3145,2125,802.083
Net change in cash,4388,-860.464,260.881,550.178,-635.44
Cash at beginning of period,1725,1202,941.017,388.374,1025
Cash at end of period,6114,341.434,1202,941.017,388.374
Capital Expenditure,-1358,-925.912,-1222,-42.365,-1.552
Free Cash Flow,-3143,-3482,-2984,-1574,-1388
