Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,907307,95702,-1402877,217512
Depreciation & amortization,-,3108540,1505054,372028
Change in working capital,-,-95125,513536,-191929
Inventory,-,-616948,-1286,145146
Other working capital,-,-1823759,-6429776,-4948588
Other non-cash items,-,1085885,-776690,243084
Net cash provided by operating activites,-,1146232,-13570,872738
Investments in property plant and equipment,-,-2969991,-6416206,-5821326
Other investing activites,-,-174448,-7145,-3455
Net cash used for investing activites,-,44633,-6419326,-5818479
Net change in cash,-,757617,-5486131,6342419
Cash at beginning of period,-,2754754,8240886,1898466
Cash at end of period,-,3512371,2754754,8240886
Operating Cash Flow,-,1146232,-13570,872738
Capital Expenditure,-,-2969991,-6416206,-5821326
Free Cash Flow,-,-1823759,-6429776,-4948588
