Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,9429000,20262000,-24740000,12190000
Depreciation & amortization,-,45419000,49444000,49637000
Change in working capital,-,-2412000,-15365000,-242000
Inventory,-,1260000,-6313000,4916000
Other working capital,-,2851000,9670000,39279000
Other non-cash items,-,4105000,8325000,7156000
Net cash provided by operating activites,-,55230000,59251000,79941000
Investments in property plant and equipment,-,-52379000,-49581000,-40662000
Acquisitions net,-,-2841000,-685000,-8224000
Purchases of investments,-,-3824000,-9927000,-6856000
Sales/Maturities of investments,-,25876000,6012000,4172000
Other investing activites,-,-145000,-178000,-180000
Net cash used for investing activites,-,-30537000,-53824000,-47600000
Net change in cash,-,-12100000,-19210000,2221000
Cash at beginning of period,-,149534000,168744000,166026000
Cash at end of period,-,137641000,149534000,168744000
Operating Cash Flow,-,55230000,59251000,79941000
Capital Expenditure,-,-52379000,-49581000,-40662000
Free Cash Flow,-,2851000,9670000,39279000
