Breakdown,ttm,8/31/2019,12/31/2017,12/31/2016
Net Income,6722000,6069000,427000,-935457
Depreciation & amortization,9018000,9234000,7012000,1085794
Change in working capital,-396000,5677000,1855000,-613176
Inventory,-1241000,-1276000,-191000,3175
Other working capital,9368000,13159000,7511000,-2063363
Other non-cash items,2903000,1035000,3459000,352013
Net cash provided by operating activites,16878000,19599000,12404000,-214702
Investments in property plant and equipment,-7510000,-6440000,-4893000,-1848661
Acquisitions net,-618000,-1319000,-52744000,-3002349
Purchases of investments,-,-,-911000,-2349
Sales/Maturities of investments,-,-,-,5118
Other investing activites,-188000,410000,-975000,-70606
Net cash used for investing activites,-7504000,-6666000,-59523000,-4916498
Net change in cash,3976000,6851000,11032000,-1175954
Cash at beginning of period,15696000,13708000,1978000,3154530
Cash at end of period,19670000,20559000,13010000,1978576
Operating Cash Flow,16878000,19599000,12404000,-214702
Capital Expenditure,-7510000,-6440000,-4893000,-1848661
Free Cash Flow,9368000,13159000,7511000,-2063363
