Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2733000,6386000,257000,333000
Depreciation & amortization,11034000,9704000,9638000,13122000
Change in working capital,-10117000,-9630000,-1987000,-228000
Inventory,-2310000,-1349000,-894000,-
Other working capital,251000,-10465000,-1527000,28282000
Other non-cash items,9088000,563000,1606000,15044000
Net cash provided by operating activites,15923000,16244000,15767000,36436000
Investments in property plant and equipment,-15672000,-26709000,-17294000,-8154000
Acquisitions net,-2088000,-1150000,-2277000,-
Purchases of investments,-1263000,-3656000,-874000,-
Sales/Maturities of investments,-,970000,-,516000
Other investing activites,-6207000,-5245000,-1107000,90000
Net cash used for investing activites,-26465000,-34902000,-21552000,-8599000
Net change in cash,-8536000,13243000,-15102000,3802000
Cash at beginning of period,37823000,20444000,35547000,31745000
Cash at end of period,29528000,33688000,20444000,35547000
Operating Cash Flow,15923000,16244000,15767000,36436000
Capital Expenditure,-15672000,-26709000,-17294000,-8154000
Free Cash Flow,251000,-10465000,-1527000,28282000
