Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,151956,151956,143357,130878,120721
Interest Expense,5193,5193,3736,2187,2029
Income Before Tax,37466,37466,36347,34899,32064
Income Tax Expense,7062,7062,6079,9885,7716
Income from Continuing Operations,30404,30404,30268,25014,24348
Net Income,30404,30404,30268,25014,24348
Net Income available to common shareholders,30404,30404,30268,25014,24348
Basic EPS,-,-,2.06,1.70,1.65
Diluted EPS,-,-,2.03,1.68,1.63
Basic Average Shares,-,-,14693,14714,14719
Diluted Average Shares,-,-,14910,14934,14925
