Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,9007000,9007000,23629000,26070000,9644000
Depreciation & amortization,-,-,7827000,5315000,5860000
Change in working capital,-,-,3848000,5021000,2112000
Inventory,-,-,185000,3428000,1954000
Other working capital,6023000,6023000,11207000,11720000,9574000
Other non-cash items,-,-,-219000,-56000,34000
Net cash provided by operating activites,10541000,10541000,15436000,15600000,13190000
Investments in property plant and equipment,-4518000,-4518000,-4229000,-3880000,-3616000
Acquisitions net,-284000,-284000,-1688000,-7556000,-2037000
Purchases of investments,-,-,0,-96000,-41000
Sales/Maturities of investments,-,-,110000,71000,54000
Other investing activites,-19000,-19000,-325000,-647000,-388000
Net cash used for investing activites,12369000,12369000,2483000,-17749000,-10359000
Net change in cash,12358000,12358000,3351000,-758000,-2309000
Cash at beginning of period,9102000,9102000,5951000,6450000,8936000
Cash at end of period,21322000,21322000,9102000,5951000,6450000
Operating Cash Flow,10541000,10541000,15436000,15600000,13190000
Capital Expenditure,-4518000,-4518000,-4229000,-3880000,-3616000
Free Cash Flow,6023000,6023000,11207000,11720000,9574000
