Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,60517000,51977000,36222000,36562000
Depreciation & amortization,-,79669000,81998000,84917000
Change in working capital,-,-25213000,-1031000,-182000
Inventory,-,-16365000,-12837000,7331000
Other working capital,-,81374000,58439000,102487000
Other non-cash items,-,1689000,1918000,18580000
Net cash provided by operating activites,-,140571000,123178000,157406000
Investments in property plant and equipment,-,-59197000,-64739000,-54919000
Acquisitions net,-,-,-4340000,-2381000
Purchases of investments,-,-11246000,-6079000,-1388000
Sales/Maturities of investments,-,5201000,1724000,7812000
Other investing activites,-,-1104000,-1985000,-1861000
Net cash used for investing activites,-,-66636000,-74025000,-40247000
Net change in cash,-,26152000,7049000,1679000
Cash at beginning of period,-,58343000,51352000,47643000
Cash at end of period,-,82794000,58343000,51352000
Operating Cash Flow,-,140571000,123178000,157406000
Capital Expenditure,-,-59197000,-64739000,-54919000
Free Cash Flow,-,81374000,58439000,102487000
