Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,3539000,3539000,2092000,1380000,-5258000
Depreciation & amortization,1489000,1489000,718000,808000,778000
Change in working capital,-9033000,-9033000,3395000,41912000,7927000
Other working capital,-3661000,-3661000,-847000,37609000,-4562000
Other non-cash items,2000,2000,1228000,514000,1477000
Net cash provided by operating activites,-3102000,-3102000,-228000,38741000,-3650000
Investments in property plant and equipment,-559000,-559000,-619000,-1132000,-912000
Purchases of investments,-21345000,-21345000,-16181000,-17212000,-11607000
Sales/Maturities of investments,19990000,19990000,9062000,11656000,8599000
Net cash used for investing activites,-716000,-716000,-7955000,-6482000,-4359000
Net change in cash,-8348000,-8348000,-13794000,24035000,-5022000
Cash at beginning of period,108936000,108936000,122605000,98570000,103592000
Cash at end of period,100588000,100588000,108811000,122605000,98570000
Operating Cash Flow,-3102000,-3102000,-228000,38741000,-3650000
Capital Expenditure,-559000,-559000,-619000,-1132000,-912000
Free Cash Flow,-3661000,-3661000,-847000,37609000,-4562000
