Breakdown,12/31/2019,12/31/2018,9/30/2017,9/30/2016
Total Assets,8188694,6691618,5429328,5037412
Liabilities,,,,
Total Liabilities,7206177,5719558,4953414,4597748
Stockholders' Equity,,,,
Common Stock,1173,1159,0,0
Retained Earnings,615481,560216,522094,491022
Accumulated other comprehensive income,-68735,-71897,-46180,-51358
Total stockholders' equity,982517,972060,475914,439664
Total liabilities and stockholders' equity,8188694,6691618,5429328,5037412
