Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,20839786000,20163679000,18113049000
Liabilities,,,
Total Liabilities,20062479000,19384708000,17400993000
Stockholders' Equity,,,
Common Stock,124799000,124799000,124799000
Retained Earnings,419871000,381891000,344527000
Total stockholders' equity,777290000,778954000,712048000
Total liabilities and stockholders' equity,20839786000,20163679000,18113049000
