Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,10921000,9823000,10813000,9126000
Depreciation & amortization,-,3597000,3637000,3303000
Change in working capital,-,-3403000,-5396000,-2362000
Other working capital,-,6447000,5376000,6070000
Other non-cash items,-,24000,4000,38000
Net cash provided by operating activites,-,10827000,9599000,10757000
Investments in property plant and equipment,-,-4380000,-4223000,-4687000
Purchases of investments,-,-1001000,-2350000,-1358000
Sales/Maturities of investments,-,1107000,-,1000000
Other investing activites,-,36000,25000,8000
Net cash used for investing activites,-,-4214000,-6123000,-4993000
Net change in cash,-,3939000,1492000,3899000
Cash at beginning of period,-,35657000,34164000,30265000
Cash at end of period,-,39805000,35657000,34164000
Operating Cash Flow,-,10827000,9599000,10757000
Capital Expenditure,-,-4380000,-4223000,-4687000
Free Cash Flow,-,6447000,5376000,6070000
