Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,216701000,203004000,181150000,96750000
Depreciation & amortization,248308000,248212000,229787000,262941000
Change in working capital,115468000,49681000,4129000,98208000
Inventory,9904000,7159000,11186000,18438000
Other working capital,274673000,66445000,187018000,164087000
Other non-cash items,-42996000,-6221000,-17754000,11930000
Net cash provided by operating activites,607987000,577979000,498306000,512523000
Investments in property plant and equipment,-333314000,-511534000,-311288000,-348436000
Acquisitions net,-,-597000,-,-
Purchases of investments,-28863000,-36623000,-20353000,-55010000
Sales/Maturities of investments,31886000,22608000,32435000,18806000
Other investing activites,-7343000,-169922000,5569000,-53647000
Net cash used for investing activites,-310814000,-564160000,-240418000,-371602000
Net change in cash,111996000,3238000,90886000,62576000
Cash at beginning of period,1182122000,1300383000,1209497000,1147086000
Cash at end of period,1298360000,1303610000,1300383000,1209497000
Operating Cash Flow,607987000,577979000,498306000,512523000
Capital Expenditure,-333314000,-511534000,-311288000,-348436000
Free Cash Flow,274673000,66445000,187018000,164087000
