Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,585024,628348,625005,414894
Liabilities,,,,
Total Liabilities,64001,53757,55546,37211
Stockholders' Equity,,,,
Common Stock,6264,6264,6214,6247
Total stockholders' equity,521023,574591,569459,377683
Total liabilities and stockholders' equity,585024,628348,625005,414894
