Breakdown,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Total Assets,237218,237619,237646,217149
Liabilities,,,,
Total Liabilities,32760,20879,20928,20659
Stockholders' Equity,,,,
Common Stock,6869,6869,6869,6869
Retained Earnings,-,-,10275,-
Total stockholders' equity,204458,216740,216718,196490
Total liabilities and stockholders' equity,237218,237619,237646,217149
