Breakdown,ttm,7/31/2019,7/31/2018,7/31/2017,7/31/2016
Net Income,1019105,1060602,408695,571441,1424620
Depreciation & amortization,1406770,1314594,1581575,1562817,1008074
Change in working capital,613505,101213,196814,1144753,-731381
Inventory,85049,-76878,-98391,-199988,-104167
Other working capital,901336,2262148,349919,638452,-2280815
Other non-cash items,-8921,254927,-177835,369669,24103
Net cash provided by operating activites,3308804,3465037,2111514,2911244,2101915
Investments in property plant and equipment,-2407468,-1202889,-1761595,-2272792,-4382730
Purchases of investments,-2506482,-1200907,-1200874,-13733,-135961
Sales/Maturities of investments,1200000,800000,730000,200000,-
Other investing activites,109697,-24275,-22061,1020073,10479938
Net cash used for investing activites,-3604253,-1628071,-2254530,-1066452,5961247
Net change in cash,-754590,1377255,-602816,1403093,7640579
Cash at beginning of period,14738945,15281210,15884026,14480933,6840353
Cash at end of period,13984356,16658466,15281210,15884026,14480933
Operating Cash Flow,3308804,3465037,2111514,2911244,2101915
Capital Expenditure,-2407468,-1202889,-1761595,-2272792,-4382730
Free Cash Flow,901336,2262148,349919,638452,-2280815
