Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,14946000,13694000,13017000,11624000
Depreciation & amortization,-,734000,701000,1004000
Change in working capital,-,-64000,74000,1092000
Inventory,-,7000,-48000,103000
Other working capital,-,9354000,6646000,1181000
Other non-cash items,-,-341000,-539000,595000
Net cash provided by operating activites,-,9597000,10389000,9890000
Investments in property plant and equipment,-,-243000,-3743000,-8709000
Acquisitions net,-,-,-,-52000
Purchases of investments,-,-16247000,-30481000,-12320000
Sales/Maturities of investments,-,15080000,24394000,17136000
Other investing activites,-,-87000,-155000,4000
Net cash used for investing activites,-,-1496000,-9984000,-3935000
Net change in cash,-,428000,-5204000,474000
Cash at beginning of period,-,6540000,11745000,11270000
Cash at end of period,-,6968000,6540000,11745000
Operating Cash Flow,-,9597000,10389000,9890000
Capital Expenditure,-,-243000,-3743000,-8709000
Free Cash Flow,-,9354000,6646000,1181000
