Breakdown,10/31/2019,10/31/2018,10/31/2017,10/31/2016
Total Assets,1232590,1129780,1151830,1003661
Liabilities,,,,
Total Liabilities,69381,68197,74267,76923
Stockholders' Equity,,,,
Common Stock,30986,30986,30986,30986
Total stockholders' equity,1163209,1061583,1077563,926738
Total liabilities and stockholders' equity,1232590,1129780,1151830,1003661
