Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,77958,77958,67281,56709,44685
Interest Expense,29646,29646,20488,12173,8514
Income Before Tax,38326,38326,32144,27038,21267
Income Tax Expense,6923,6923,5224,10149,8052
Income from Continuing Operations,31403,31403,26920,16889,13215
Net Income,31403,31403,26920,16889,13215
Net Income available to common shareholders,31403,31403,26920,16889,13215
Basic EPS,-,-,0.93,0.56,0.44
Diluted EPS,-,-,0.91,0.56,0.44
Basic Average Shares,-,-,29001,30059,30059
Diluted Average Shares,-,-,29436,30059,30059
