Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6148000,6166000,6831000,6252000
Depreciation & amortization,-,5480000,4904000,4507000
Change in working capital,-,-11719000,-5340000,-390000
Inventory,-,-6313000,-5334000,-2123000
Other working capital,-,-6919000,-3374000,3576000
Other non-cash items,-,2738000,-919000,64000
Net cash provided by operating activites,-,2081000,5943000,10672000
Investments in property plant and equipment,-,-9000000,-9317000,-7096000
Acquisitions net,-,0,-76000,-
Purchases of investments,-,-6000,-112000,-39000
Sales/Maturities of investments,-,837000,33000,82000
Other investing activites,-,-6000,1430000,-191000
Net cash used for investing activites,-,-7358000,-8007000,-6977000
Net change in cash,-,-1267000,-132000,1846000
Cash at beginning of period,-,13671000,13803000,11957000
Cash at end of period,-,12403000,13671000,13803000
Operating Cash Flow,-,2081000,5943000,10672000
Capital Expenditure,-,-9000000,-9317000,-7096000
Free Cash Flow,-,-6919000,-3374000,3576000
