Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3666000,3041000,2648000,2080000
Depreciation & amortization,-,1719000,1608000,1572000
Change in working capital,-,161000,744000,-159000
Inventory,-,48000,123000,-265000
Other working capital,-,4356000,3501000,1981000
Other non-cash items,-,-19000,-15000,-8000
Net cash provided by operating activites,-,5740000,5204000,3685000
Investments in property plant and equipment,-,-1384000,-1703000,-1704000
Acquisitions net,-,-157000,-,-
Purchases of investments,-,-351000,-2000,-32000
Sales/Maturities of investments,-,-,0,-
Other investing activites,-,-223000,-37000,-89000
Net cash used for investing activites,-,-1700000,-1678000,-1884000
Net change in cash,-,3239000,1883000,1149000
Cash at beginning of period,-,11279000,9395000,8242000
Cash at end of period,-,14518000,11279000,9395000
Operating Cash Flow,-,5740000,5204000,3685000
Capital Expenditure,-,-1384000,-1703000,-1704000
Free Cash Flow,-,4356000,3501000,1981000
