Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2782000,3951000,3810000,3149000
Depreciation & amortization,-,510000,592000,556000
Change in working capital,-,5085000,-6727000,880000
Inventory,-,2963000,187000,-4176000
Other working capital,-,7072000,-3107000,3588000
Other non-cash items,-,28000,27000,21000
Net cash provided by operating activites,-,8977000,-1922000,4336000
Investments in property plant and equipment,-,-1905000,-1185000,-748000
Purchases of investments,-,-334000,-3504000,-3014000
Sales/Maturities of investments,-,74000,5500000,543000
Other investing activites,-,-,-2000,-
Net cash used for investing activites,-,-2106000,872000,-3163000
Net change in cash,-,6359000,-2321000,-433000
Cash at beginning of period,-,8729000,11050000,11484000
Cash at end of period,-,15088000,8729000,11050000
Operating Cash Flow,-,8977000,-1922000,4336000
Capital Expenditure,-,-1905000,-1185000,-748000
Free Cash Flow,-,7072000,-3107000,3588000
