Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,10747000,12937000,11257000,11450000
Depreciation & amortization,12431000,11995000,12458000,7781000
Change in working capital,-1315000,-583000,822000,3638000
Inventory,-3233000,-2720000,-3682000,812000
Other working capital,8374000,11939000,18612000,11113000
Other non-cash items,-1559000,-831000,1670000,1862000
Net cash provided by operating activites,20031000,22858000,26819000,24361000
Investments in property plant and equipment,-11657000,-10919000,-8207000,-13248000
Purchases of investments,-1809000,-4000,-4000,-5000
Sales/Maturities of investments,1749000,3000,536000,361000
Other investing activites,-1082000,-509000,29000,-35693000
Net cash used for investing activites,-11666000,-10299000,-7532000,-48378000
Net change in cash,-3306000,3260000,13757000,-18723000
Cash at beginning of period,53317000,55042000,41284000,60323000
Cash at end of period,51556000,58303000,55042000,41284000
Operating Cash Flow,20031000,22858000,26819000,24361000
Capital Expenditure,-11657000,-10919000,-8207000,-13248000
Free Cash Flow,8374000,11939000,18612000,11113000
