Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,379483,317648,359113,325777
Depreciation & amortization,-,132415,136415,143032
Change in working capital,-,-345976,-389329,65604
Inventory,-,-372528,-134266,152767
Other working capital,-,-40056,-115470,666231
Other non-cash items,-,39920,-15127,43890
Net cash provided by operating activites,-,79449,-26692,715119
Investments in property plant and equipment,-,-119505,-88778,-48888
Purchases of investments,-,-14588,-12499,-13641
Other investing activites,-,-474,-14510,-1370
Net cash used for investing activites,-,-131639,-107974,-56339
Net change in cash,-,-87545,33676,315209
Cash at beginning of period,-,646201,612524,297315
Cash at end of period,-,558655,646201,612524
Operating Cash Flow,-,79449,-26692,715119
Capital Expenditure,-,-119505,-88778,-48888
Free Cash Flow,-,-40056,-115470,666231
