Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,169369000,146069000,142193000,142177000
Liabilities,,,,
Total Liabilities,148166000,129819000,125808000,125945000
Stockholders' Equity,,,,
Common Stock,3821000,3382000,3382000,3382000
Retained Earnings,18315000,16578000,15122000,13441000
Accumulated other comprehensive income,1192000,-112000,73000,59000
Total stockholders' equity,21203000,16250000,16365000,16205000
Total liabilities and stockholders' equity,169369000,146069000,142193000,142177000
