Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2037201,1963883,1344429,1333675
Liabilities,,,,
Total Liabilities,1764155,1709504,1197483,1194468
Stockholders' Equity,,,,
Common Stock,18362,18603,12461,12083
Retained Earnings,46218,27303,18892,17132
Accumulated other comprehensive income,1383,-3316,-2527,-6151
Total stockholders' equity,273046,254379,146946,139207
Total liabilities and stockholders' equity,2037201,1963883,1344429,1333675
