Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,56379,198554,274035,156832
Depreciation & amortization,-,77978,75725,72901
Change in working capital,-,-1509235,-2930,41610
Inventory,-,-1311108,-145911,-122022
Other working capital,-,-1291685,-49888,-44538
Other non-cash items,-,58574,55991,53552
Net cash provided by operating activites,-,-1283981,292876,408019
Investments in property plant and equipment,-,-7704,-342764,-452557
Purchases of investments,-,-181863,-463,-
Sales/Maturities of investments,-,41840,-,-
Other investing activites,-,-8504,-26030,-18827
Net cash used for investing activites,-,-156231,-274569,-471384
Net change in cash,-,-230912,394940,423930
Cash at beginning of period,-,1982010,1587070,1163139
Cash at end of period,-,1751098,1982010,1587070
Operating Cash Flow,-,-1283981,292876,408019
Capital Expenditure,-,-7704,-342764,-452557
Free Cash Flow,-,-1291685,-49888,-44538
