Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-3.647,-0.841,-0.406,-
Other investing activites,-,-44.098,-560.838,-28.901,-97.415
Net cash used for investing activites,-80.101,-47.745,-561.679,-29.307,-97.415
Common stock issued,1293,445.863,1999,646.48,576.495
Net cash used privided by (used for) financing activities,1293,445.863,1999,646.48,576.495
Net change in cash,310.335,-627.863,377.896,-276.417,-388.553
Cash at beginning of period,466.523,978.497,600.601,877.018,1266
Cash at end of period,776.858,350.634,978.497,600.601,877.018
Capital Expenditure,-,-3.647,-0.841,-0.406,-
Free Cash Flow,-873.607,-1030,-1060,-893.996,-867.633
