Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,9/30/2016
Total Revenue,33494,33494,33688,29127,15338
Operating Income or Loss,-,-,-,-,4227
Interest Expense,9262,9262,7454,5076,3448
Income Before Tax,11144,11144,11049,6787,4227
Income Tax Expense,2338,2338,2248,2462,1193
Income from Continuing Operations,8806,8806,8801,4325,3034
Net Income,8806,8806,8801,4325,3034
Net Income available to common shareholders,8806,8806,8801,4325,3034
Basic EPS,-,-,1.90,1.08,1.26
Diluted EPS,-,-,1.88,1.05,1.22
Basic Average Shares,-,-,4634,4022,2414
Diluted Average Shares,-,-,4685,4127,2493
