Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,8140134000,8004790000,7986598000
Liabilities,,,
Total Liabilities,7608175000,7468177000,7460417000
Stockholders' Equity,,,
Common Stock,77907000,77792000,77792000
Retained Earnings,376865000,363708000,346848000
Total stockholders' equity,526423000,530488000,520481000
Total liabilities and stockholders' equity,8140134000,8004790000,7986598000
