Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,596911,596911,540486,469037,438406
Interest Expense,98923,98923,65329,37853,28147
Income Before Tax,215687,215687,188647,159869,135777
Income Tax Expense,48091,48091,41727,67681,44847
Income from Continuing Operations,167596,167596,146920,92188,90930
Net Income,167596,167596,146920,92188,90930
Net Income available to common shareholders,167596,167596,146920,92188,90930
Basic EPS,-,-,2.80,1.97,2.18
Diluted EPS,-,-,2.79,1.96,2.17
Basic Average Shares,-,-,52492,46875,41738
Diluted Average Shares,-,-,52627,47002,41963
