Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,113082000,109241000,70376000,56880000
Liabilities,,,,
Total Liabilities,102041000,99335000,61622000,49524000
Stockholders' Equity,,,,
Common Stock,937000,489000,488000,339000
Retained Earnings,-3886000,-3433000,-2562000,-2518000
Accumulated other comprehensive income,97000,-943000,-345000,-397000
Total stockholders' equity,11041000,9906000,8754000,7356000
Total liabilities and stockholders' equity,113082000,109241000,70376000,56880000
