Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-10,-,-17.134
Purchases of investments,-,-,-,-11.074,-
Sales/Maturities of investments,-,30.4,-,-,-
Other investing activites,-,30.4,210.809,-36.638,-271.623
Net cash used for investing activites,-24.75,30.4,200.809,-47.712,-288.757
Debt repayment,-,-,-1237,-346.417,-
Common stock issued,360.038,599.887,1822,-,720.748
Common stock repurchased,-,-,-115.097,-,-
Other financing activites,-,-,-0.001,-,-
Net cash used privided by (used for) financing activities,360.038,599.887,469.605,78.846,1021
Net change in cash,596.261,499.789,166.607,45.63,-247.426
Cash at beginning of period,329.032,533.594,382.562,331.558,565.067
Cash at end of period,925.293,1033,533.594,382.562,331.558
Capital Expenditure,-,-,-10,-,-17.134
Free Cash Flow,250.823,-130.498,-513.807,14.496,-996.551
