Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,9897000,11424000,12721000,12228000
Depreciation & amortization,-,5992000,5381000,4988000
Change in working capital,-,-2648000,-280000,-4090000
Inventory,-,-1104000,-150000,82000
Other working capital,-,8469000,11084000,7979000
Other non-cash items,-,407000,52000,418000
Net cash provided by operating activites,-,17292000,19238000,16050000
Investments in property plant and equipment,-,-8823000,-8154000,-8071000
Acquisitions net,-,-1055000,-,-
Purchases of investments,-,-1947000,-4577000,-9697000
Sales/Maturities of investments,-,1115000,7356000,12838000
Other investing activites,-,21000,25000,-219000
Net cash used for investing activites,-,-10299000,-4739000,-5002000
Net change in cash,-,576000,10865000,3765000
Cash at beginning of period,-,53149000,42284000,38519000
Cash at end of period,-,53726000,53149000,42284000
Operating Cash Flow,-,17292000,19238000,16050000
Capital Expenditure,-,-8823000,-8154000,-8071000
Free Cash Flow,-,8469000,11084000,7979000
