Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,55415000,41291000,48919000,34740000
Depreciation & amortization,82303000,56111000,43266000,40048000
Change in working capital,-12457000,-2316000,-6990000,-1389000
Inventory,-4218000,-4883000,1061000,232000
Other working capital,61783000,24533000,24933000,33154000
Other non-cash items,13468000,7072000,5005000,4484000
Net cash provided by operating activites,136797000,98685000,83199000,74596000
Investments in property plant and equipment,-75014000,-74152000,-58266000,-41442000
Acquisitions net,-,-689630000,-343000,-97795000
Purchases of investments,-1013000,-1494000,-787000,-2944000
Other investing activites,1504000,-1082000,-2622000,-11990000
Net cash used for investing activites,-104336000,-754969000,-52088000,-147082000
Net change in cash,-5573000,11770000,-6907000,2886000
Cash at beginning of period,79248000,47809000,52857000,49216000
Cash at end of period,72375000,59620000,47809000,52857000
Operating Cash Flow,136797000,98685000,83199000,74596000
Capital Expenditure,-75014000,-74152000,-58266000,-41442000
Free Cash Flow,61783000,24533000,24933000,33154000
