Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,4926404,4495926,4034671,3547181
Liabilities,,,,
Total Liabilities,4250736,3831766,3465076,3048840
Stockholders' Equity,,,,
Common Stock,558970,542315,470516,418765
Retained Earnings,120995,117260,97642,78811
Accumulated other comprehensive income,-4297,4585,1437,765
Total stockholders' equity,675668,664160,569595,498341
Total liabilities and stockholders' equity,4926404,4495926,4034671,3547181
