Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-107.738,-21.247,-
Acquisitions net,-,-,-,-382.424,-143.409
Other investing activites,-,-,-,-,-585.168
Net cash used for investing activites,17.208,36.613,-107.738,-402.679,-348.304
Debt repayment,-,-,-,-5.775,-150.123
Common stock issued,-,681.648,1284,-,5007
Common stock repurchased,-,-26.66,-99.86,-,-457.894
Net cash used privided by (used for) financing activities,-,1205,1284,-5.775,4649
Net change in cash,308.704,144.53,-492.379,-1672,2143
Cash at beginning of period,43.313,107.444,599.823,2272,128.813
Cash at end of period,352.017,251.974,107.444,599.823,2272
Capital Expenditure,-,-,-107.738,-21.247,-
Free Cash Flow,-363.492,-1097,-1777,-1285,-2157
