Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1989549,4637978,6666227,5891441
Depreciation & amortization,-,1198906,1081844,979221
Change in working capital,-,4536837,-9765244,-13524895
Inventory,-,1210866,-537389,-313764
Other working capital,-,6348449,-4295301,-7965301
Other non-cash items,-,474834,1134613,-790289
Net cash provided by operating activites,-,10579685,-1932931,-5862118
Investments in property plant and equipment,-,-4231236,-2362370,-2103183
Purchases of investments,-,-846,-84320,-805
Sales/Maturities of investments,-,-,-,74617
Other investing activites,-,2000002,-2000000,-56833
Net cash used for investing activites,-,-1994763,-4425279,-1445514
Net change in cash,-,2414144,612373,679879
Cash at beginning of period,-,8923820,8311446,7631566
Cash at end of period,-,11337964,8923820,8311446
Operating Cash Flow,-,10579685,-1932931,-5862118
Capital Expenditure,-,-4231236,-2362370,-2103183
Free Cash Flow,-,6348449,-4295301,-7965301
