Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,9672051,9672051,8404670,21330018,7029851
Depreciation & amortization,2005133,2005133,1834957,-,621958
Change in working capital,-27879702,-27879702,-17762052,-,-9423975
Inventory,-26043678,-26043678,-38348743,-,-1165233
Other working capital,-25822955,-25822955,-12193648,-9178218,-4755221
Other non-cash items,8159504,8159504,8522203,-,5356085
Net cash provided by operating activites,-24145456,-24145456,-8617241,-7286518,-3337925
Investments in property plant and equipment,-1677499,-1677499,-3576407,-1891700,-1417296
Acquisitions net,-1033754,-1033754,-1206252,-19165140,-625345
Purchases of investments,-498201,-498201,-521499,-947808,-177755
Sales/Maturities of investments,22633,22633,-,0,500000
Other investing activites,-,-,-,-,50000
Net cash used for investing activites,-5379698,-5379698,-5809442,-22584435,2526024
Net change in cash,2991898,2991898,109202,-5498370,11267780
Cash at beginning of period,19782883,19782883,19697169,25306015,13970313
Cash at end of period,22904275,22904275,19782883,19697169,25306015
Operating Cash Flow,-24145456,-24145456,-8617241,-7286518,-3337925
Capital Expenditure,-1677499,-1677499,-3576407,-1891700,-1417296
Free Cash Flow,-25822955,-25822955,-12193648,-9178218,-4755221
