Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,-1590000,-1590000,-819000,-1025000,-11366000
Depreciation & amortization,1013000,1013000,794000,742000,953000
Change in working capital,-811000,-811000,-3581000,3357000,-1118000
Inventory,-650000,-650000,-2499000,4292000,1949000
Other working capital,-6643000,-6643000,-6341000,-1112000,-11062000
Other non-cash items,203000,203000,2662000,478000,12000
Net cash provided by operating activites,-4791000,-4791000,-4821000,22000,-9730000
Investments in property plant and equipment,-1852000,-1852000,-1520000,-1134000,-1332000
Acquisitions net,-,-,-1649000,-,-
Purchases of investments,-488000,-488000,-100000,-,-50000
Sales/Maturities of investments,2089000,2089000,-,2971000,4589000
Other investing activites,-308000,-308000,-79000,-42000,-204000
Net cash used for investing activites,-720000,-720000,4205000,1911000,3031000
Net change in cash,-7183000,-7183000,-1117000,779000,-8164000
Cash at beginning of period,18076000,18076000,19194000,18415000,26580000
Cash at end of period,10893000,10893000,18076000,19194000,18415000
Operating Cash Flow,-4791000,-4791000,-4821000,22000,-9730000
Capital Expenditure,-1852000,-1852000,-1520000,-1134000,-1332000
Free Cash Flow,-6643000,-6643000,-6341000,-1112000,-11062000
