Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,768379000,746773000,764106000
Liabilities,,,
Total Liabilities,740154000,717172000,732324000
Stockholders' Equity,,,
Common Stock,0,0,18127000
Retained Earnings,9614000,9087000,12703000
Total stockholders' equity,28057000,29442000,31626000
Total liabilities and stockholders' equity,768379000,746773000,764106000
