Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,489000,1029000,1033000,-82000
Depreciation & amortization,-,4192000,4029000,3853000
Change in working capital,-,173000,-1488000,-300000
Inventory,-,-511000,-636000,-226000
Other working capital,-,3056000,-362000,514000
Other non-cash items,-,509000,1550000,-2620000
Net cash provided by operating activites,-,6256000,2530000,5908000
Investments in property plant and equipment,-,-3200000,-2892000,-5394000
Acquisitions net,-,-789000,-,-
Purchases of investments,-,-69000,-4000,-97000
Sales/Maturities of investments,-,387000,-,-
Other investing activites,-,-9000,1000,-1174000
Net cash used for investing activites,-,-3491000,-1188000,-663000
Net change in cash,-,-569000,-2764000,2836000
Cash at beginning of period,-,3010000,5720000,2398000
Cash at end of period,-,2440000,3010000,5720000
Operating Cash Flow,-,6256000,2530000,5908000
Capital Expenditure,-,-3200000,-2892000,-5394000
Free Cash Flow,-,3056000,-362000,514000
