Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,16873000,17405000,17701000,24168000
Depreciation & amortization,-,18697000,16863000,11653000
Change in working capital,-,-7524000,-1086000,-7542000
Inventory,-,-6783000,-4003000,-4198000
Other working capital,-,13172000,17268000,14958000
Other non-cash items,-,8391000,-1817000,2986000
Net cash provided by operating activites,-,35632000,33509000,29146000
Investments in property plant and equipment,-,-22460000,-16241000,-14188000
Acquisitions net,-,-1122000,-13367000,-42102000
Purchases of investments,-,-2531000,-6721000,-78255000
Sales/Maturities of investments,-,9517000,3037000,72187000
Other investing activites,-,-1911000,-944000,-173000
Net cash used for investing activites,-,-17461000,-33756000,-97020000
Net change in cash,-,9035000,8857000,-8546000
Cash at beginning of period,-,61171000,52314000,60861000
Cash at end of period,-,70207000,61171000,52314000
Operating Cash Flow,-,35632000,33509000,29146000
Capital Expenditure,-,-22460000,-16241000,-14188000
Free Cash Flow,-,13172000,17268000,14958000
