Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,13630000,13767000,9353000,8683000
Depreciation & amortization,-,12682000,12690000,12923000
Change in working capital,-,-2532000,-844000,379000
Inventory,-,-2831000,-566000,587000
Other working capital,-,10570000,13047000,13591000
Other non-cash items,-,80000,90000,-361000
Net cash provided by operating activites,-,20913000,23608000,21298000
Investments in property plant and equipment,-,-10343000,-10561000,-7707000
Acquisitions net,-,-,-1266000,-4458000
Purchases of investments,-,-7095000,-13484000,-3117000
Sales/Maturities of investments,-,15942000,9972000,11969000
Other investing activites,-,124000,1106000,360000
Net cash used for investing activites,-,-1008000,-13739000,-2169000
Net change in cash,-,2293000,4608000,11438000
Cash at beginning of period,-,60202000,55594000,44156000
Cash at end of period,-,62495000,60202000,55594000
Operating Cash Flow,-,20913000,23608000,21298000
Capital Expenditure,-,-10343000,-10561000,-7707000
Free Cash Flow,-,10570000,13047000,13591000
