Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,11314000,10588000,15784000,18038000
Depreciation & amortization,-,11665000,10304000,11057000
Change in working capital,-,-10752000,-19510000,-5749000
Inventory,-,-2955000,-10506000,-4983000
Other working capital,-,-5948000,-5741000,9664000
Other non-cash items,-,2412000,1824000,-29000
Net cash provided by operating activites,-,15114000,5521000,21187000
Investments in property plant and equipment,-,-21062000,-11262000,-11523000
Acquisitions net,-,-71000,-,-279000
Purchases of investments,-,-118000,-1964000,-
Sales/Maturities of investments,-,961000,2076000,3152000
Other investing activites,-,299000,96000,-241000
Net cash used for investing activites,-,-19879000,-8183000,-8756000
Net change in cash,-,5358000,-23501000,4260000
Cash at beginning of period,-,29284000,52785000,30459000
Cash at end of period,-,34643000,29284000,52785000
Operating Cash Flow,-,15114000,5521000,21187000
Capital Expenditure,-,-21062000,-11262000,-11523000
Free Cash Flow,-,-5948000,-5741000,9664000
