Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2739000,3854000,3492000,2041000
Depreciation & amortization,-,3434000,3083000,3082000
Change in working capital,-,-3233000,1346000,-736000
Inventory,-,-2301000,279000,168000
Other working capital,-,388000,2340000,2359000
Other non-cash items,-,228000,-49000,-4000
Net cash provided by operating activites,-,4733000,7558000,5627000
Investments in property plant and equipment,-,-4345000,-5218000,-3268000
Purchases of investments,-,-8000,-7000,-7000
Other investing activites,-,-70000,78000,-98000
Net cash used for investing activites,-,-4333000,-5031000,-3305000
Net change in cash,-,-2467000,450000,862000
Cash at beginning of period,-,9977000,9526000,8663000
Cash at end of period,-,7509000,9977000,9526000
Operating Cash Flow,-,4733000,7558000,5627000
Capital Expenditure,-,-4345000,-5218000,-3268000
Free Cash Flow,-,388000,2340000,2359000
