Breakdown,ttm,12/31/2019,6/30/2018,6/30/2017,6/30/2016
Net Income,601391,612026,656197,622671,511332
Depreciation & amortization,-,-,108,190,190
Change in working capital,-,-,-1875,3527,-678
Other working capital,-,-,-36280,-37070,-41746
Other non-cash items,-,-,-18504,-23539,-33824
Net cash provided by operating activites,-,-,-36180,-37070,-41344
Investments in property plant and equipment,-,-,-100,-,-402
Acquisitions net,-,-,-,0,-212000
Purchases of investments,-,-,-,0,-353200
Sales/Maturities of investments,-,-,-,0,353200
Other investing activites,-,-,-,-7,-4478
Net cash used for investing activites,-,-,929784,1641787,1456093
Net change in cash,-,-,219738,-219117,78551
Cash at beginning of period,-,-,469067,652435,574012
Cash at end of period,-,-,691461,469067,652435
Operating Cash Flow,-,-,-36180,-37070,-41344
Capital Expenditure,-,-,-100,-,-402
Free Cash Flow,-,-,-36280,-37070,-41746
