Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-132.163,-335.048,-809.261,-449.445,-531.856
Net cash used for investing activites,-132.163,-335.048,-809.261,-449.445,-531.856
Debt repayment,-,-250.603,-,-,-
Common stock issued,293.071,580.094,732.307,300,-
Net cash used privided by (used for) financing activities,466.727,789.491,732.307,525,1104
Net change in cash,-32.253,5.637,-308.017,-95.151,380.574
Cash at beginning of period,31.718,10.461,318.478,413.629,33.055
Cash at end of period,-0.535,16.098,10.461,318.478,413.629
Capital Expenditure,-132.163,-335.048,-809.261,-449.445,-531.856
Free Cash Flow,-498.98,-783.854,-1040,-620.151,-723.329
