Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,165927,185298,138212,134241
Depreciation & amortization,-,161916,189952,229787
Change in working capital,-,-117103,71106,83668
Inventory,-,-70284,25245,3614
Other working capital,-,-20004,123593,175372
Other non-cash items,-,22335,-62566,40299
Net cash provided by operating activites,-,248370,406671,417986
Investments in property plant and equipment,-,-268374,-283078,-242614
Sales/Maturities of investments,-,33000,-,-
Other investing activites,-,75985,91154,267108
Net cash used for investing activites,-,-108189,-173112,24494
Net change in cash,-,-48264,-,-393068
Cash at beginning of period,-,384294,756741,1149810
Cash at end of period,-,336029,384294,756741
Operating Cash Flow,-,248370,406671,417986
Capital Expenditure,-,-268374,-283078,-242614
Free Cash Flow,-,-20004,123593,175372
