Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,21863000,23488000,26932000,17015000
Depreciation & amortization,16825000,16684000,17168000,16769000
Change in working capital,13094000,-5908000,477000,-6519000
Inventory,2099000,-519000,-363000,-1322000
Other working capital,38054000,14766000,14589000,10205000
Other non-cash items,-109000,1983000,-1483000,12760000
Net cash provided by operating activites,53919000,33642000,42592000,33104000
Investments in property plant and equipment,-15865000,-18876000,-28003000,-22899000
Purchases of investments,-,-918000,-3618000,-551000
Sales/Maturities of investments,-,204000,939000,397000
Other investing activites,-739000,166000,177000,927000
Net cash used for investing activites,-15800000,-19101000,-29067000,-19938000
Net change in cash,260000,-252000,-1952000,-3086000
Cash at beginning of period,8474000,8389000,10342000,13429000
Cash at end of period,8733000,8136000,8389000,10342000
Operating Cash Flow,53919000,33642000,42592000,33104000
Capital Expenditure,-15865000,-18876000,-28003000,-22899000
Free Cash Flow,38054000,14766000,14589000,10205000
