Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-49.976,-60.174,-175.39,-132.347,-135.038
Purchases of investments,-,-,-,-,0.99
Sales/Maturities of investments,-,-,101.337,-3.027,-13.941
Other investing activites,-,-,101.337,-,-
Net cash used for investing activites,-49.976,-60.174,-74.053,-135.374,-147.989
Debt repayment,-,-,-,-,-90.031
Common stock issued,-,-,-,-,0.145
Net cash used privided by (used for) financing activities,-,95.168,500,700,1114
Net change in cash,-71.206,-355.909,43.775,173.713,85.632
Cash at beginning of period,101.586,393.023,349.248,175.535,89.903
Cash at end of period,30.38,37.114,393.023,349.248,175.535
Capital Expenditure,-49.976,-60.174,-175.39,-132.347,-135.038
Free Cash Flow,-406.374,-451.077,-557.562,-523.26,-1015
